age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
52,Private,174767,CommunityCollege,10,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
33,Private,178615,CommunityCollege,12,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
62,Local-gov,33365,HighGrad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,40,Canada,<=50K
40,Private,167919,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Self-emp-not-inc,405644,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,35,Mexico,<=50K
26,Local-gov,166295,Bachelors,13,Married,Adm-clerical,Husband,White,Male,0,0,41,United-States,<=50K
21,Private,111467,CommunityCollege,10,NotMarried,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Private,120933,CommunityCollege,10,NotMarried,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
61,Private,238913,CommunityCollege,11,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
25,Private,124111,Bachelors,13,NotMarried,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
25,Private,299908,CommunityCollege,10,Married,Exec-managerial,Wife,Black,Female,0,0,40,United-States,>50K
17,Private,177629,dropout,7,NotMarried,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
35,Private,54576,HighGrad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
57,Self-emp-not-inc,253914,dropout,2,Married,Sales,Husband,White,Male,0,0,35,Mexico,<=50K
37,Federal-gov,33487,CommunityCollege,10,Separated,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K
31,State-gov,181824,Bachelors,13,Married,Prof-specialty,Wife,White,Female,0,1902,35,United-States,>50K
29,Private,383402,CommunityCollege,10,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
47,Private,160440,Bachelors,13,Married,Sales,Husband,White,Male,0,0,55,United-States,>50K
53,Self-emp-inc,55139,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
21,,140012,CommunityCollege,10,NotMarried,,Own-child,White,Male,0,0,20,United-States,<=50K
23,Private,195411,HighGrad,9,NotMarried,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
58,Private,223400,CommunityCollege,12,Married,Priv-house-serv,Other-relative,White,Female,0,0,35,Poland,<=50K
29,Private,29974,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,186385,dropout,6,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
41,Federal-gov,193882,HighGrad,9,NotMarried,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,274657,dropout,7,Married,Craft-repair,Husband,White,Male,0,0,40,,<=50K
38,Local-gov,409200,CommunityCollege,10,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
49,Private,146268,CommunityCollege,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,104094,CommunityCollege,10,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,166585,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K
26,Private,333541,HighGrad,9,NotMarried,Other-service,Not-in-family,White,Male,0,0,24,United-States,<=50K
25,Private,106889,HighGrad,9,Married,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K
47,Private,99911,dropout,8,NotMarried,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K
23,Private,151888,CommunityCollege,10,NotMarried,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
31,Private,127610,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K
56,Self-emp-inc,216636,dropout,8,Married,Exec-managerial,Husband,White,Male,0,1651,40,United-States,<=50K
43,Private,233130,HighGrad,9,Separated,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K
41,Private,327606,dropout,8,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
30,Private,123397,HighGrad,9,NotMarried,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
75,Private,314209,CommunityCollege,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,Columbia,<=50K
90,Local-gov,214594,dropout,4,Married,Protective-serv,Husband,White,Male,2653,0,40,United-States,<=50K
34,Local-gov,143699,CommunityCollege,10,Married,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
26,Private,164488,Masters,14,Married,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K
28,Private,213276,HighGrad,9,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
39,State-gov,343646,Bachelors,13,Separated,Protective-serv,Not-in-family,White,Male,0,0,40,Mexico,>50K
36,Private,105138,HighGrad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
20,,182117,CommunityCollege,10,NotMarried,,Own-child,White,Male,0,0,40,United-States,<=50K
44,Private,226129,CommunityCollege,11,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
61,Private,270056,HighGrad,9,Separated,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Japan,<=50K
23,Private,211160,dropout,8,Married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,188834,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
67,Private,228200,HighGrad,9,Married,Priv-house-serv,Wife,Black,Female,0,0,20,United-States,<=50K
32,Private,211028,CommunityCollege,10,NotMarried,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Private,144844,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,138332,CommunityCollege,10,Married,Adm-clerical,Own-child,White,Female,0,0,6,United-States,<=50K
40,Private,184105,CommunityCollege,11,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
29,Private,51944,HighGrad,9,Married,Other-service,Wife,White,Female,4386,0,40,United-States,>50K
34,Private,511361,CommunityCollege,10,NotMarried,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
19,Private,198320,HighGrad,9,NotMarried,Other-service,Not-in-family,White,Female,0,0,45,United-States,<=50K
21,Private,222490,CommunityCollege,11,NotMarried,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
29,Private,35032,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Local-gov,235109,Bachelors,13,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
51,Self-emp-inc,304955,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
78,Self-emp-inc,237294,HighGrad,9,Widowed,Sales,Not-in-family,White,Male,0,0,45,United-States,>50K
39,Private,245053,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
31,Local-gov,128016,Bachelors,13,NotMarried,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,425528,HighGrad,9,NotMarried,Protective-serv,Own-child,White,Male,0,0,70,United-States,<=50K
17,Private,75333,dropout,6,NotMarried,Sales,Own-child,Black,Female,0,0,24,United-States,<=50K
31,Private,101562,HighGrad,9,Married,Machine-op-inspct,Wife,White,Female,0,0,55,United-States,<=50K
37,State-gov,28887,HighGrad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
46,Private,282538,CommunityCollege,11,Separated,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
53,Local-gov,260106,Masters,15,Separated,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
76,Private,116202,HighGrad,9,Widowed,Other-service,Unmarried,White,Female,0,0,33,United-States,<=50K
28,State-gov,189765,CommunityCollege,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K
49,Self-emp-inc,127111,HighGrad,9,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
45,Private,358886,HighGrad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
20,,133061,dropout,5,NotMarried,,Own-child,White,Male,0,0,40,United-States,<=50K
30,Private,185336,CommunityCollege,10,Separated,Adm-clerical,Unmarried,Black,Female,0,0,37,United-States,<=50K
30,Private,254905,HighGrad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,169611,dropout,7,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Self-emp-not-inc,38079,CommunityCollege,10,Married,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K
43,Private,191547,HighGrad,9,Married,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
53,Private,264939,Bachelors,13,NotMarried,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico,<=50K
21,Private,156980,HighGrad,9,NotMarried,Machine-op-inspct,Own-child,White,Male,0,0,60,United-States,<=50K
34,Private,36385,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
36,Private,167482,Bachelors,13,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
23,Local-gov,129232,HighGrad,9,NotMarried,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,111979,HighGrad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,284531,Bachelors,13,NotMarried,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,33610,HighGrad,9,Separated,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
44,Private,98779,dropout,6,Married,Machine-op-inspct,Husband,White,Male,4386,0,60,United-States,<=50K
46,Private,161508,dropout,6,NotMarried,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
31,Private,446512,CommunityCollege,10,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
35,Self-emp-inc,368825,CommunityCollege,10,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K
38,Private,32916,CommunityCollege,11,Married,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
43,Private,198316,CommunityCollege,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,173728,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
18,Private,362302,dropout,8,NotMarried,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
24,Private,22201,HighGrad,9,Married,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Thailand,<=50K
50,Private,163708,HighGrad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
32,Private,331539,Bachelors,13,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,China,>50K
50,Private,283676,CommunityCollege,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27,Private,91501,HighGrad,9,Married,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
36,State-gov,170861,HighGrad,9,Separated,Other-service,Own-child,White,Female,0,0,32,United-States,<=50K
50,Private,174655,CommunityCollege,10,Married,Sales,Husband,White,Male,0,0,45,United-States,>50K
48,Self-emp-not-inc,218835,Masters,14,Married,Sales,Husband,White,Male,0,0,50,England,<=50K
25,Private,177147,CommunityCollege,10,NotMarried,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,199116,HighGrad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
56,,154537,CommunityCollege,10,Separated,,Unmarried,White,Female,0,0,50,United-States,>50K
24,Federal-gov,42251,Bachelors,13,NotMarried,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
43,Local-gov,98130,Bachelors,13,Separated,Prof-specialty,Own-child,White,Female,0,0,39,United-States,<=50K
17,Private,277583,dropout,7,NotMarried,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K
73,Private,220019,dropout,5,Widowed,Other-service,Unmarried,White,Female,0,0,9,United-States,<=50K
50,Local-gov,117496,HighGrad,9,Married,Adm-clerical,Wife,White,Female,7298,0,30,United-States,>50K
24,Private,82804,HighGrad,9,NotMarried,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K
52,Federal-gov,312500,CommunityCollege,11,Separated,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Private,120277,HighGrad,9,NotMarried,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
32,Private,195576,dropout,7,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,130438,HighGrad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,180342,Bachelors,13,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,164707,CommunityCollege,10,NotMarried,Sales,Other-relative,White,Female,0,0,40,,<=50K
43,Private,336643,HighGrad,9,NotMarried,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
17,Private,56986,dropout,8,NotMarried,Sales,Own-child,White,Female,0,0,18,United-States,<=50K
45,Self-emp-not-inc,246891,Masters,14,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,101709,Bachelors,13,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
29,Private,82393,HighGrad,9,NotMarried,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,40,Germany,<=50K
27,Private,214858,dropout,6,Married,Craft-repair,Other-relative,White,Male,0,0,55,United-States,<=50K
61,Federal-gov,60641,CommunityCollege,10,Married,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K
39,Federal-gov,243872,CommunityCollege,12,NotMarried,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
29,State-gov,204516,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,15,United-States,<=50K
24,Private,390348,HighGrad,9,NotMarried,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
76,Self-emp-not-inc,33213,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,30,,>50K
51,Private,134808,HighGrad,9,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Private,144064,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
30,Private,296509,dropout,4,Separated,Farming-fishing,Not-in-family,White,Male,0,0,45,Mexico,<=50K
21,Private,176262,CommunityCollege,10,NotMarried,Exec-managerial,Own-child,White,Female,0,0,30,United-States,<=50K
21,,405684,HighGrad,9,NotMarried,,Other-relative,White,Male,0,0,35,Mexico,<=50K
51,Local-gov,176813,CommunityCollege,12,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
44,Self-emp-not-inc,335183,dropout,8,Married,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,>50K
36,Private,252327,dropout,3,NotMarried,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,<=50K
71,Private,163385,CommunityCollege,10,Widowed,Sales,Not-in-family,White,Male,0,0,35,United-States,>50K
41,Private,96635,HighGrad,9,NotMarried,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,60,United-States,<=50K
61,Private,190682,HighGrad,9,Widowed,Craft-repair,Not-in-family,Black,Female,0,1669,50,United-States,<=50K
27,Private,209205,Bachelors,13,NotMarried,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
36,Self-emp-not-inc,257250,dropout,4,NotMarried,Farming-fishing,Own-child,White,Male,0,0,75,United-States,<=50K
33,Private,277455,Masters,14,NotMarried,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Private,140219,HighGrad,9,NotMarried,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
24,Private,145111,HighGrad,9,NotMarried,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
35,Private,93034,HighGrad,9,NotMarried,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Cambodia,<=50K
31,Private,36302,Bachelors,13,Married,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
24,Private,283613,Bachelors,13,NotMarried,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,<=50K
36,,168223,Bachelors,13,NotMarried,,Own-child,White,Female,0,0,40,United-States,<=50K
23,Private,80680,CommunityCollege,10,Married,Sales,Own-child,White,Female,0,0,16,United-States,<=50K
38,Private,101192,CommunityCollege,10,NotMarried,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,182714,HighGrad,9,NotMarried,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K
18,,200525,dropout,7,NotMarried,,Own-child,White,Female,0,0,25,United-States,<=50K
29,Local-gov,205262,CommunityCollege,10,NotMarried,Adm-clerical,Not-in-family,Other,Male,0,0,40,Ecuador,<=50K
41,Private,103980,CommunityCollege,10,Married,Prof-specialty,Husband,White,Male,0,0,52,United-States,<=50K
48,Self-emp-not-inc,379883,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,Mexico,>50K
32,Private,176253,CommunityCollege,10,Separated,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K
40,Private,239708,HighGrad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
42,Local-gov,29075,CommunityCollege,12,Married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
28,Private,102533,CommunityCollege,10,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
29,Private,161444,HighGrad,9,Married,Exec-managerial,Husband,White,Male,0,0,40,Columbia,<=50K
23,Private,386705,CommunityCollege,10,NotMarried,Adm-clerical,Own-child,White,Male,0,0,24,United-States,<=50K
47,Private,341762,HighGrad,9,NotMarried,Adm-clerical,Not-in-family,White,Male,0,0,33,United-States,<=50K
37,Private,326886,HighGrad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
67,Private,171584,Bachelors,13,Married,Protective-serv,Husband,White,Male,6514,0,7,United-States,>50K
47,Private,169180,Masters,14,NotMarried,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
27,Private,242207,Bachelors,13,NotMarried,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
54,Private,174319,HighGrad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,193144,HighGrad,9,Separated,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K
24,Private,456460,CommunityCollege,12,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
53,Self-emp-not-inc,88506,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,313243,CommunityCollege,10,Separated,Craft-repair,Not-in-family,White,Male,0,2444,45,United-States,>50K
38,Self-emp-not-inc,217054,CommunityCollege,10,Separated,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,203240,dropout,6,NotMarried,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
55,Local-gov,219775,HighGrad,9,Separated,Other-service,Unmarried,White,Female,0,0,38,United-States,<=50K
50,Self-emp-not-inc,29231,HighGrad,9,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
60,Self-emp-not-inc,88055,CommunityCollege,10,Married,Craft-repair,Husband,White,Male,0,0,24,United-States,<=50K
33,Private,226525,HighGrad,9,Separated,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
51,Local-gov,35211,HighGrad,9,Married,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
48,Self-emp-not-inc,65535,HighGrad,9,Married,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
48,Private,180695,CommunityCollege,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50K
40,Private,118001,dropout,6,Married,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
35,Private,168817,HighGrad,9,NotMarried,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Self-emp-inc,154227,CommunityCollege,10,NotMarried,Sales,Not-in-family,White,Male,0,0,75,United-States,<=50K
50,Private,175804,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
41,Private,162140,HighGrad,9,Separated,Craft-repair,Not-in-family,White,Male,0,2339,40,United-States,<=50K
34,,310525,HighGrad,9,Married,,Husband,Black,Male,0,0,10,United-States,<=50K
31,Private,98639,HighGrad,9,NotMarried,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
46,Private,33109,HighGrad,9,Separated,Craft-repair,Not-in-family,White,Male,0,1741,40,United-States,<=50K
26,Private,177929,Bachelors,13,NotMarried,Sales,Not-in-family,White,Male,0,0,48,United-States,<=50K
28,Private,84547,Bachelors,13,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
30,Self-emp-not-inc,250499,CommunityCollege,10,Married,Adm-clerical,Wife,White,Female,0,0,55,United-States,>50K
74,Private,188709,Masters,15,Married,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
45,Private,187226,CommunityCollege,12,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,187730,Bachelors,13,NotMarried,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
20,,388811,CommunityCollege,10,NotMarried,,Own-child,White,Female,0,0,40,United-States,<=50K
40,Private,342164,HighGrad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,<=50K
35,Private,406051,Doctorate,16,NotMarried,Prof-specialty,Not-in-family,White,Female,0,0,80,United-States,>50K
36,Private,254202,HighGrad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
41,Private,197344,HighGrad,9,NotMarried,Craft-repair,Not-in-family,White,Male,0,0,54,United-States,<=50K
30,Private,174704,dropout,7,Married,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
33,,119918,Bachelors,13,NotMarried,,Not-in-family,Black,Male,0,0,45,,<=50K
46,Private,102359,CommunityCollege,10,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
38,Private,169926,CommunityCollege,12,Married,Exec-managerial,Wife,White,Female,0,1902,40,United-States,>50K
34,,146589,HighGrad,9,NotMarried,,Unmarried,Black,Female,0,0,40,United-States,<=50K
19,,20469,HighGrad,9,NotMarried,,Other-relative,Asian-Pac-Islander,Female,0,0,12,South,<=50K
35,Private,36214,Bachelors,13,Married,Exec-managerial,Husband,White,Male,4386,0,47,United-States,>50K
48,Private,199058,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28,Private,274679,Masters,14,NotMarried,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
54,State-gov,123592,HighGrad,9,Separated,Adm-clerical,Unmarried,Black,Female,3887,0,35,United-States,<=50K
66,Private,167711,HighGrad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,>50K
26,Self-emp-not-inc,219897,Masters,14,NotMarried,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
37,Local-gov,126569,HighGrad,9,NotMarried,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
59,State-gov,192258,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
36,Local-gov,191161,CommunityCollege,10,Married,Protective-serv,Husband,White,Male,0,0,57,United-States,>50K
34,Private,199539,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
33,Private,207267,dropout,6,Separated,Other-service,Unmarried,White,Female,3418,0,35,United-States,<=50K
62,Private,121319,Bachelors,13,Married,Prof-specialty,Husband,White,Male,3103,0,40,United-States,>50K
27,Private,60288,Masters,14,NotMarried,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
22,Private,120518,HighGrad,9,Widowed,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
53,Self-emp-not-inc,105478,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,2415,40,United-States,>50K
60,Private,121319,dropout,4,Married,Machine-op-inspct,Husband,White,Male,3137,0,40,Poland,<=50K
21,Private,196508,CommunityCollege,10,NotMarried,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
37,Local-gov,233825,Bachelors,13,Married,Prof-specialty,Wife,White,Female,15024,0,50,United-States,>50K
50,Self-emp-not-inc,371305,HighGrad,9,Married,Sales,Husband,White,Male,0,1902,60,United-States,>50K
44,Private,54611,CommunityCollege,10,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K
29,Private,39484,Bachelors,13,Married,Other-service,Husband,White,Male,7298,0,42,United-States,>50K
30,Private,72630,Bachelors,13,NotMarried,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
42,Private,155972,HighGrad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
43,Private,222971,dropout,3,NotMarried,Machine-op-inspct,Unmarried,White,Female,0,0,40,Mexico,<=50K
33,Private,165814,HighGrad,9,Married,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
37,Private,129263,CommunityCollege,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,60,United-States,<=50K
35,Private,407068,dropout,2,NotMarried,Other-service,Not-in-family,White,Male,0,0,40,Guatemala,<=50K
23,Local-gov,442359,Bachelors,13,NotMarried,Prof-specialty,Not-in-family,White,Female,0,1092,40,United-States,<=50K
22,Private,221745,CommunityCollege,10,Separated,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
73,Private,192740,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
17,Private,270942,dropout,3,NotMarried,Other-service,Other-relative,White,Male,0,0,48,Mexico,<=50K
51,Private,173291,HighGrad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,State-gov,147253,CommunityCollege,10,NotMarried,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K
29,Private,263855,dropout,8,NotMarried,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
35,Self-emp-not-inc,454915,dropout,5,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
45,Self-emp-not-inc,328051,Masters,14,NotMarried,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
33,Self-emp-not-inc,176185,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,121874,CommunityCollege,12,Married,Sales,Husband,White,Male,7688,0,50,United-States,>50K
23,,263899,HighGrad,9,NotMarried,,Own-child,Black,Male,0,0,12,England,<=50K
49,Private,248895,HighGrad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
42,Private,203542,HighGrad,9,NotMarried,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Private,237630,HighGrad,9,Married,Tech-support,Husband,White,Male,7298,0,50,United-States,>50K
36,Local-gov,285865,Bachelors,13,NotMarried,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
26,Private,120238,Bachelors,13,NotMarried,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K
67,,37170,dropout,4,Separated,,Not-in-family,White,Male,0,0,3,United-States,<=50K
69,Private,122850,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,16,United-States,<=50K
58,Private,259014,CommunityCollege,10,NotMarried,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,<=50K
49,Private,71195,Masters,14,NotMarried,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
