age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
36,Private,117312,CommunityCollege,12,Separated,Tech-support,Not-in-family,White,Female,0,0,60,United-States,<=50K
22,Local-gov,34029,Bachelors,13,NotMarried,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
38,Private,132879,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K
37,Private,215310,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
48,State-gov,55863,Doctorate,16,Married,Prof-specialty,Wife,White,Female,0,1902,46,United-States,>50K
17,Private,220384,dropout,7,NotMarried,Adm-clerical,Own-child,White,Male,0,0,15,United-States,<=50K
19,Self-emp-not-inc,36012,CommunityCollege,10,NotMarried,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
27,Private,137645,Bachelors,13,NotMarried,Sales,Not-in-family,Black,Female,0,1590,40,United-States,<=50K
22,Private,191342,Bachelors,13,NotMarried,Sales,Own-child,Asian-Pac-Islander,Male,0,0,50,Taiwan,<=50K
49,Private,31339,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
43,State-gov,227910,CommunityCollege,11,Married,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
43,Private,173728,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
19,Local-gov,167816,HighGrad,9,Separated,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
58,Self-emp-not-inc,81642,HighGrad,9,Married,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
41,Local-gov,195258,CommunityCollege,10,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
31,Private,232475,CommunityCollege,10,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,241259,CommunityCollege,11,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,118161,HighGrad,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,201954,Bachelors,13,NotMarried,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K
42,Private,150533,CommunityCollege,10,Married,Exec-managerial,Husband,White,Male,7298,0,52,United-States,>50K
38,Private,412296,HighGrad,9,Separated,Craft-repair,Own-child,White,Male,0,0,28,United-States,<=50K
41,Federal-gov,133060,CommunityCollege,12,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
44,Self-emp-not-inc,120539,Bachelors,13,NotMarried,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
31,Private,196025,Doctorate,16,NotMarried,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,60,China,<=50K
34,Private,107793,HighGrad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,163870,CommunityCollege,10,NotMarried,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
22,Self-emp-not-inc,361280,Bachelors,13,NotMarried,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,20,India,<=50K
62,Private,92178,dropout,6,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
19,,80710,HighGrad,9,NotMarried,,Own-child,White,Female,0,0,40,United-States,<=50K
29,Self-emp-inc,260729,HighGrad,9,Married,Sales,Wife,White,Female,0,1977,25,United-States,>50K
43,Private,182254,CommunityCollege,10,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
68,,140282,dropout,4,Married,,Husband,White,Male,0,0,8,United-States,<=50K
45,Self-emp-inc,149865,Bachelors,13,Married,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,>50K
39,Self-emp-inc,218184,dropout,5,Married,Exec-managerial,Husband,White,Male,0,1651,40,Mexico,<=50K
41,Private,118619,Bachelors,13,Married,Exec-managerial,Husband,Black,Male,0,0,50,United-States,<=50K
34,Self-emp-not-inc,196791,CommunityCollege,12,Married,Prof-specialty,Wife,White,Female,0,0,25,United-States,>50K
34,Local-gov,167999,HighGrad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,33,United-States,<=50K
31,Private,51259,Bachelors,13,NotMarried,Prof-specialty,Not-in-family,White,Male,0,0,47,United-States,<=50K
29,Private,131088,HighGrad,9,NotMarried,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
41,Private,118212,Bachelors,13,Married,Craft-repair,Husband,White,Male,3103,0,40,United-States,>50K
41,Private,293791,CommunityCollege,11,Married,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
35,Self-emp-inc,289430,Masters,14,Married,Sales,Husband,White,Male,0,0,45,Mexico,>50K
33,Private,35378,Bachelors,13,Married,Sales,Wife,White,Female,0,0,45,United-States,>50K
37,State-gov,60227,Bachelors,13,NotMarried,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K
69,Private,168139,HighGrad,9,Married,Sales,Wife,White,Female,0,0,40,United-States,<=50K
34,Private,290763,HighGrad,9,Separated,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
60,Self-emp-inc,226355,CommunityCollege,11,Married,Machine-op-inspct,Husband,White,Male,0,2415,70,,>50K
36,Private,51100,CommunityCollege,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,227644,HighGrad,9,Married,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
58,Local-gov,205267,Bachelors,13,Married,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
53,Private,288020,Bachelors,13,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Japan,<=50K
29,Private,140863,CommunityCollege,10,Married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
45,Federal-gov,170915,HighGrad,9,Separated,Tech-support,Not-in-family,White,Female,4865,0,40,United-States,<=50K
34,State-gov,50178,CommunityCollege,10,Married,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K
36,Private,112497,Bachelors,13,Married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,95244,CommunityCollege,10,Separated,Other-service,Unmarried,Black,Female,0,0,35,United-States,<=50K
20,Private,117606,CommunityCollege,11,NotMarried,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
35,Private,89508,HighGrad,9,Married,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
63,Federal-gov,124244,HighGrad,9,Widowed,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
41,Self-emp-not-inc,154374,CommunityCollege,10,Separated,Other-service,Unmarried,White,Male,0,0,45,United-States,<=50K
28,Private,294936,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
30,Private,347132,CommunityCollege,10,NotMarried,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
34,,181934,HighGrad,9,Separated,,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,316672,HighGrad,9,NotMarried,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K
37,Private,189382,CommunityCollege,11,NotMarried,Adm-clerical,Own-child,White,Female,0,0,38,United-States,<=50K
42,,184018,CommunityCollege,10,Separated,,Unmarried,White,Male,0,0,40,United-States,<=50K
31,Private,184307,CommunityCollege,10,Married,Exec-managerial,Husband,White,Male,0,0,50,Jamaica,>50K
46,Self-emp-not-inc,246212,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
35,Federal-gov,250504,HighGrad,9,Married,Adm-clerical,Husband,Black,Male,0,0,60,United-States,>50K
27,Private,138705,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,53,United-States,<=50K
41,Private,328447,dropout,2,Married,Craft-repair,Husband,White,Male,0,0,35,Mexico,<=50K
19,Private,194608,CommunityCollege,10,NotMarried,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
20,Private,230891,CommunityCollege,10,NotMarried,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
59,Federal-gov,212448,HighGrad,9,Widowed,Sales,Unmarried,White,Female,0,0,40,Germany,<=50K
40,Private,214010,Bachelors,13,NotMarried,Other-service,Not-in-family,White,Male,0,0,37,United-States,<=50K
56,Self-emp-not-inc,200235,CommunityCollege,10,Married,Sales,Husband,White,Male,0,0,60,United-States,<=50K
33,Private,354573,Masters,14,Married,Prof-specialty,Husband,White,Male,15024,0,44,United-States,>50K
30,Self-emp-inc,205733,CommunityCollege,10,NotMarried,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
46,Private,185041,HighGrad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
61,Self-emp-inc,84409,HighGrad,9,Married,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
50,Self-emp-inc,293196,HighGrad,9,Married,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
25,Private,241626,HighGrad,9,NotMarried,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
40,Private,520586,CommunityCollege,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,39,United-States,<=50K
24,,35633,CommunityCollege,10,NotMarried,,Not-in-family,White,Male,0,0,40,,<=50K
51,Private,302847,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,54,United-States,<=50K
43,State-gov,165309,HighGrad,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,117529,CommunityCollege,10,Married,Farming-fishing,Husband,White,Male,0,0,54,Mexico,<=50K
46,Private,106092,HighGrad,9,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
28,State-gov,445824,Masters,14,Married,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K
26,Private,227332,Bachelors,13,NotMarried,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,40,,<=50K
20,Private,275691,HighGrad,9,NotMarried,Handlers-cleaners,Own-child,White,Male,0,0,28,United-States,<=50K
44,Private,193459,CommunityCollege,11,Married,Craft-repair,Husband,White,Male,3411,0,40,United-States,<=50K
51,Private,284329,HighGrad,9,Widowed,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
33,Private,114691,Bachelors,13,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K
54,Private,96062,CommunityCollege,12,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
50,Private,133963,Bachelors,13,Married,Prof-specialty,Wife,White,Female,0,1977,40,United-States,>50K
33,Private,178506,HighGrad,9,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
65,Private,350498,Bachelors,13,Married,Adm-clerical,Husband,White,Male,10605,0,20,United-States,>50K
22,,131573,CommunityCollege,10,NotMarried,,Own-child,White,Female,0,0,8,United-States,<=50K
88,Self-emp-not-inc,206291,Masters,15,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,182302,HighGrad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Private,241346,HighGrad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,<=50K
50,Private,157043,dropout,7,Separated,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
25,Private,404616,Masters,14,Married,Farming-fishing,Not-in-family,White,Male,0,0,99,United-States,>50K
20,Private,411862,CommunityCollege,11,NotMarried,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
47,Private,183013,HighGrad,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
58,,169982,CommunityCollege,10,Married,,Husband,White,Male,0,0,40,United-States,>50K
22,Private,188544,CommunityCollege,11,NotMarried,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
50,State-gov,356619,HighGrad,9,Married,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K
47,Private,45857,HighGrad,9,NotMarried,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Local-gov,289886,dropout,7,NotMarried,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,45,United-States,<=50K
50,,146015,HighGrad,9,Married,,Husband,White,Male,0,0,40,United-States,>50K
40,Private,216237,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K
36,Private,416745,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,202952,HighGrad,9,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,167725,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,,165637,Masters,14,Married,,Husband,White,Male,0,0,40,United-States,<=50K
59,Federal-gov,43280,CommunityCollege,10,NotMarried,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,<=50K
65,Private,118779,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
24,State-gov,191269,Bachelors,13,NotMarried,Adm-clerical,Not-in-family,White,Female,0,0,65,United-States,<=50K
27,Local-gov,247507,Bachelors,13,NotMarried,Prof-specialty,Own-child,White,Male,0,0,35,United-States,<=50K
51,Private,239155,CommunityCollege,11,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Private,182862,CommunityCollege,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
39,Private,33886,HighGrad,9,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
28,Private,444304,Bachelors,13,Married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,187161,CommunityCollege,10,NotMarried,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
49,Local-gov,116892,Bachelors,13,Separated,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
51,Local-gov,176813,CommunityCollege,12,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
59,Private,151616,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
18,Private,240747,HighGrad,9,NotMarried,Machine-op-inspct,Own-child,White,Female,0,0,40,Dominican-Republic,<=50K
50,Private,75472,HighGrad,9,Married,Craft-repair,Husband,White,Male,4386,0,40,,<=50K
45,Federal-gov,320818,HighGrad,9,Married,Adm-clerical,Husband,Black,Male,0,0,80,United-States,>50K
30,Local-gov,235271,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
37,Private,166497,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
44,Private,344060,Bachelors,13,NotMarried,Other-service,Not-in-family,White,Male,0,0,40,United-States,>50K
33,Private,221196,CommunityCollege,10,Married,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
61,Self-emp-inc,113544,Masters,14,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
61,Local-gov,321117,HighGrad,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,79619,Bachelors,13,Married,Sales,Husband,White,Male,0,0,42,United-States,>50K
22,,42004,CommunityCollege,10,NotMarried,,Own-child,White,Male,0,0,30,United-States,<=50K
36,Private,135289,HighGrad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
44,Self-emp-inc,320984,CommunityCollege,10,Married,Sales,Husband,White,Male,5178,0,60,United-States,>50K
37,Private,203070,CommunityCollege,10,Separated,Adm-clerical,Own-child,White,Male,0,0,62,United-States,<=50K
31,Private,32406,CommunityCollege,10,Separated,Craft-repair,Unmarried,White,Female,0,0,20,United-States,<=50K
54,Private,99185,Doctorate,16,Married,Prof-specialty,Husband,White,Male,15024,0,45,United-States,>50K
20,Private,205839,CommunityCollege,10,NotMarried,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
63,,150389,Bachelors,13,Widowed,,Not-in-family,White,Female,0,0,40,United-States,>50K
48,Self-emp-not-inc,243631,CommunityCollege,10,Married,Craft-repair,Husband,Amer-Indian-Eskimo,Male,7688,0,40,United-States,>50K
33,,163003,HighGrad,9,Separated,,Not-in-family,Asian-Pac-Islander,Female,0,0,41,China,<=50K
31,Private,231263,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,4650,0,45,United-States,<=50K
38,Private,200818,Masters,15,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
45,Self-emp-not-inc,247379,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
48,Private,349151,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,22154,CommunityCollege,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,176317,HighGrad,9,Widowed,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
38,Private,22245,Masters,14,Married,Transport-moving,Husband,White,Male,0,0,72,,>50K
29,Private,236436,HighGrad,9,NotMarried,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,354078,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
42,Self-emp-not-inc,166813,CommunityCollege,10,Married,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
50,Private,358740,HighGrad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,England,<=50K
75,Self-emp-not-inc,208426,Masters,15,Married,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
46,Private,265266,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
52,Federal-gov,31838,HighGrad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
27,Private,175034,Bachelors,13,NotMarried,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,413297,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
31,Private,106347,dropout,7,Separated,Other-service,Not-in-family,Black,Female,0,0,42,United-States,<=50K
23,Private,174754,CommunityCollege,10,NotMarried,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
34,Private,441454,HighGrad,9,NotMarried,Sales,Not-in-family,White,Female,0,0,24,United-States,<=50K
41,Self-emp-not-inc,209344,HighGrad,9,Married,Sales,Other-relative,White,Female,0,0,40,Cuba,<=50K
31,Private,185732,HighGrad,9,NotMarried,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
42,Private,65372,CommunityCollege,10,NotMarried,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
35,Private,33975,Masters,14,NotMarried,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K
55,Private,326297,HighGrad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
36,State-gov,194630,HighGrad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
65,Self-emp-not-inc,167414,HighGrad,9,Married,Exec-managerial,Husband,White,Male,0,0,59,United-States,>50K
38,Local-gov,165799,CommunityCollege,10,NotMarried,Other-service,Not-in-family,White,Male,0,0,12,United-States,<=50K
62,Private,192866,CommunityCollege,10,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
54,Self-emp-inc,166459,Masters,15,Married,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K
49,Private,148995,HighGrad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,190040,HighGrad,9,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
32,Private,209432,HighGrad,9,NotMarried,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
51,Self-emp-inc,229465,Masters,14,Married,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
48,Self-emp-not-inc,397466,CommunityCollege,10,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
30,Private,283767,HighGrad,9,Married,Adm-clerical,Husband,White,Male,0,0,40,,<=50K
52,Federal-gov,202452,HighGrad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,<=50K
28,Self-emp-not-inc,218555,CommunityCollege,10,NotMarried,Transport-moving,Not-in-family,White,Male,0,1762,40,United-States,<=50K
29,Private,128604,HighGrad,9,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
38,Private,65466,Bachelors,13,NotMarried,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
57,Private,141326,HighGrad,9,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K
43,Federal-gov,369468,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
37,State-gov,136137,CommunityCollege,10,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,236770,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,89534,HighGrad,9,Married,Transport-moving,Husband,White,Male,0,0,48,United-States,>50K
69,,195779,CommunityCollege,11,Widowed,,Not-in-family,White,Female,0,0,1,United-States,<=50K
73,Private,29778,HighGrad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,37,United-States,<=50K
22,Self-emp-inc,153516,CommunityCollege,10,NotMarried,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
31,Private,163594,HighGrad,9,NotMarried,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K
38,Private,189623,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K
50,Self-emp-not-inc,343748,CommunityCollege,10,Married,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
37,Private,387430,CommunityCollege,10,Married,Adm-clerical,Husband,White,Male,0,0,37,United-States,<=50K
44,Local-gov,409505,Bachelors,13,Separated,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Private,200734,Bachelors,13,NotMarried,Exec-managerial,Unmarried,Black,Female,0,0,45,United-States,<=50K
27,Private,115831,CommunityCollege,10,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,150296,CommunityCollege,12,NotMarried,Other-service,Not-in-family,White,Female,0,0,80,United-States,<=50K
25,Private,323545,HighGrad,9,NotMarried,Tech-support,Not-in-family,Black,Female,0,0,40,United-States,<=50K
20,Private,232577,CommunityCollege,10,NotMarried,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
51,Local-gov,152754,Bachelors,13,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
46,Private,129007,Bachelors,13,Married,Sales,Husband,White,Male,0,1977,40,United-States,>50K
67,Private,171584,Bachelors,13,Married,Protective-serv,Husband,White,Male,6514,0,7,United-States,>50K
47,Private,386136,HighGrad,9,Married,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K
42,Private,342865,HighGrad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,186785,HighGrad,9,NotMarried,Sales,Not-in-family,White,Male,0,1876,50,United-States,<=50K
42,Federal-gov,158926,CommunityCollege,12,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,>50K
65,,36039,HighGrad,9,Married,,Husband,White,Male,0,0,40,United-States,>50K
21,Private,164019,CommunityCollege,10,NotMarried,Farming-fishing,Own-child,Black,Male,0,0,10,United-States,<=50K
50,Private,88926,HighGrad,9,Married,Adm-clerical,Wife,White,Female,5178,0,40,United-States,>50K
46,Private,188861,CommunityCollege,10,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
47,Self-emp-not-inc,370119,Bachelors,13,Married,Sales,Husband,White,Male,15024,0,50,United-States,>50K
57,Private,182062,dropout,6,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,37238,Bachelors,13,NotMarried,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
50,Private,421132,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
58,,178660,dropout,8,Married,,Husband,White,Male,0,0,40,United-States,<=50K
63,Self-emp-not-inc,795830,dropout,2,Widowed,Other-service,Unmarried,White,Female,0,0,30,El-Salvador,<=50K
39,Private,278403,HighGrad,9,Married,Transport-moving,Husband,White,Male,0,0,65,United-States,<=50K
46,Private,279661,Masters,14,Married,Prof-specialty,Husband,Black,Male,0,0,35,United-States,<=50K
36,Private,113397,HighGrad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,280093,dropout,3,Married,Craft-repair,Husband,White,Male,0,1628,50,United-States,<=50K
21,Private,236696,CommunityCollege,10,NotMarried,Other-service,Not-in-family,White,Male,0,0,57,United-States,<=50K
41,Private,265266,CommunityCollege,12,Married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
44,Local-gov,34935,CommunityCollege,10,NotMarried,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
22,Private,58222,HighGrad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Federal-gov,301010,CommunityCollege,10,NotMarried,Armed-Forces,Not-in-family,Black,Male,0,0,60,United-States,<=50K
29,Private,419721,HighGrad,9,NotMarried,Other-service,Unmarried,Black,Female,0,0,40,Japan,<=50K
58,Self-emp-inc,186791,CommunityCollege,10,Married,Transport-moving,Wife,White,Female,0,0,40,United-States,>50K
36,Self-emp-not-inc,180686,Masters,15,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
30,Private,209103,CommunityCollege,11,Married,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
37,Private,32668,Bachelors,13,Married,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,>50K
29,Private,256956,CommunityCollege,11,NotMarried,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,202203,dropout,3,NotMarried,Adm-clerical,Own-child,White,Female,0,0,40,Mexico,<=50K
43,Private,85995,HighGrad,9,Married,Sales,Husband,White,Male,0,0,45,United-States,<=50K
49,Private,125421,HighGrad,9,Married,Craft-repair,Wife,White,Female,0,0,40,United-States,>50K
45,Federal-gov,283037,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,192932,Bachelors,13,NotMarried,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,,244689,CommunityCollege,10,NotMarried,,Not-in-family,White,Female,0,0,25,United-States,<=50K
51,Private,179646,HighGrad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
32,Private,509350,CommunityCollege,10,Married,Handlers-cleaners,Husband,White,Male,0,0,50,Canada,>50K
24,Private,96279,HighGrad,9,NotMarried,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
35,Private,119098,Doctorate,16,Married,Prof-specialty,Husband,White,Male,7298,0,40,United-States,>50K
35,,327120,CommunityCollege,12,NotMarried,,Not-in-family,White,Male,0,0,55,United-States,<=50K
41,State-gov,144928,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
48,Private,55237,Bachelors,13,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
61,Local-gov,101265,HighGrad,9,Widowed,Adm-clerical,Unmarried,White,Female,1471,0,35,United-States,<=50K
20,Private,114874,CommunityCollege,10,NotMarried,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K
27,Private,190525,HighGrad,9,NotMarried,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
55,Private,121912,CommunityCollege,10,Married,Transport-moving,Husband,White,Male,0,0,24,United-States,>50K
39,Private,83893,HighGrad,9,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
17,,138507,dropout,6,NotMarried,,Own-child,White,Male,0,0,20,United-States,<=50K
47,Private,256522,HighGrad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,,<=50K
52,Private,168381,HighGrad,9,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,India,>50K
